pokedex_number,variant,name,hp,attack,defense,sp_attack,sp_defense,speed,abilities,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fight,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,classification,type1,type2,height_m,weight_kg,percentage_male,is_legendary,generation
642,incarnate,Thundurus,79,115,70,125,80,111,"['Prankster', 'Defiant']",1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,Bolt Strike Pokemon,electric,flying,1.5,61,100,1,5
642,therian,Thundurus,79,105,70,145,80,101,['Volt Absorb'],1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,Bolt Strike Pokemon,electric,flying,1.5,61,100,1,5
643,,Reshiram,100,120,100,150,120,90,['Turboblaze'],1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,Vast White Pokemon,dragon,fire,3.2,330,,1,5
644,,Zekrom,100,150,120,120,100,90,['Teravolt'],1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,Deep Black Pokemon,dragon,electric,2.9,345,,1,5
645,incarnate,Landorus,89,125,90,115,80,101,"['Sand Force', 'Sheer Force']",1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,Abundance Pokemon,ground,flying,1.5,68,100,1,5
645,therian,Landorus,89,145,90,105,80,91,['Intimidate'],1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,Abundance Pokemon,ground,flying,1.5,68,100,1,5
646,,Kyurem,125,130,90,130,90,95,['Pressure'],1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,Boundary Pokemon,dragon,ice,3,325,,1,5
646,black,Kyurem,125,170,100,120,90,95,['Teravolt'],1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,Boundary Pokemon,dragon,ice,3,325,,1,5
646,white,Kyurem,125,120,90,170,100,95,['Turboblaze'],1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,Boundary Pokemon,dragon,ice,3,325,,1,5
647,,Keldeo,91,72,90,129,90,108,['Justified'],1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,Colt Pokemon,water,fighting,1.4,48.5,,1,5
648,aria,Meloetta,100,77,77,128,128,90,['Serene Grace'],1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,Melody Pokemon,normal,psychic,0.6,6.5,,1,5
648,pirouette,Meloetta,100,128,90,77,77,128,['Serene Grace'],1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,Melody Pokemon,normal,fighting,0.6,6.5,,1,5
649,,Genesect,71,120,95,120,95,99,['Download'],0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,Paleozoic Pokemon,bug,steel,1.5,82.5,,1,5
650,,Chespin,56,61,65,48,45,38,"['Overgrow', 'Bulletproof']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Spiky Nut Pokemon,grass,,0.4,9,88.1,0,6
651,,Quilladin,61,78,95,56,58,57,"['Overgrow', 'Bulletproof']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Spiny Armor Pokemon,grass,,0.7,29,88.1,0,6
652,,Chesnaught,88,107,122,74,75,64,"['Overgrow', 'Bulletproof']",1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,Spiny Armor Pokemon,grass,fighting,1.6,90,88.1,0,6
653,,Fennekin,40,45,40,62,60,60,"['Blaze', 'Magician']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Fox Pokemon,fire,,0.4,9.4,88.1,0,6
654,,Braixen,59,59,58,90,70,73,"['Blaze', 'Magician']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Fox Pokemon,fire,,1,14.5,88.1,0,6
655,,Delphox,75,69,72,114,100,104,"['Blaze', 'Magician']",1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,Fox Pokemon,fire,psychic,1.5,39,88.1,0,6
656,,Froakie,41,56,40,62,44,71,"['Torrent', 'Protean']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Bubble Frog Pokemon,water,,0.3,7,88.1,0,6
657,,Frogadier,54,63,52,83,56,97,"['Torrent', 'Protean']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Bubble Frog Pokemon,water,,0.6,10.9,88.1,0,6
658,,Greninja,72,145,67,153,71,132,"['Torrent', 'Protean', 'Battle Bond']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,Ninja Pokemon,water,dark,1.5,40,88.1,0,6
659,,Bunnelby,38,36,38,32,36,57,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Digging Pokemon,normal,,0.4,5,50,0,6
660,,Diggersby,85,56,77,50,77,78,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,Digging Pokemon,normal,ground,1,42.4,50,0,6
661,,Fletchling,45,50,43,40,38,62,"['Big Pecks', 'Gale Wings']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Tiny Robin Pokemon,normal,flying,0.3,1.7,50,0,6
662,,Fletchinder,62,73,55,56,52,84,"['Flame Body', 'Gale Wings']",1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,Ember Pokemon,fire,flying,0.7,16,50,0,6
663,,Talonflame,78,81,71,74,69,126,"['Flame Body', 'Gale Wings']",1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,Scorching Pokemon,fire,flying,1.2,24.5,50,0,6
664,,Scatterbug,38,35,40,27,25,35,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Scatterdust Pokemon,bug,,0.3,2.5,50,0,6
665,,Spewpa,45,22,60,27,30,29,"['Shed Skin', 'Friend Guard']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Scatterdust Pokemon,bug,,0.3,8.4,50,0,6
666,,Vivillon,80,52,50,90,50,89,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,Scale Pokemon,bug,flying,1.2,17,50,0,6
667,,Litleo,62,50,58,73,54,72,"['Rivalry', 'Unnerve', 'Moxie']",1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,Lion Cub Pokemon,fire,normal,0.6,13.5,11.2,0,6
668,,Pyroar,86,68,72,109,66,106,"['Rivalry', 'Unnerve', 'Moxie']",1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,Royal Pokemon,fire,normal,1.5,81.5,11.2,0,6
669,,Flabebe,44,38,39,61,79,42,"['Flower Veil', 'Symbiosis']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Single Bloom Pokemon,fairy,,0.1,0.1,0,0,6
670,,Floette,74,65,67,125,128,92,"['Flower Veil', 'Symbiosis']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Fairy Pokemon,fairy,,0.2,0.9,0,0,6
671,,Florges,78,65,68,112,154,75,"['Flower Veil', 'Symbiosis']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Garden Pokemon,fairy,,1.1,10,0,0,6
672,,Skiddo,66,65,48,62,57,52,"['Sap Sipper', 'Grass Pelt']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Mount Pokemon,grass,,0.9,31,50,0,6
673,,Gogoat,123,100,62,97,81,68,"['Sap Sipper', 'Grass Pelt']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Mount Pokemon,grass,,1.7,91,50,0,6
674,,Pancham,67,82,62,46,48,43,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Playful Pokemon,fighting,,0.6,8,50,0,6
675,,Pangoro,95,124,78,69,71,58,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,Daunting Pokemon,fighting,dark,2.1,136,50,0,6
676,,Furfrou,75,80,60,65,90,102,['Fur Coat'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Poodle Pokemon,normal,,1.2,28,50,0,6
677,,Espurr,62,48,54,63,60,68,"['Keen Eye', 'Infiltrator', 'Own Tempo']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Restraint Pokemon,psychic,,0.3,3.5,50,0,6
678,male,Meowstic,74,48,76,83,81,104,"['Keen Eye', 'Infiltrator', 'Prankster']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Constraint Pokemon,psychic,,0.6,8.5,50,0,6
678,female,Meowstic,74,48,76,83,81,104,"['Keen Eye', 'Infiltrator', 'Competitive']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Constraint Pokemon,psychic,,0.6,8.5,50,0,6
679,,Honedge,45,80,100,35,37,28,['No Guard'],0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,Sword Pokemon,steel,ghost,0.8,2,50,0,6
680,,Doublade,59,110,150,45,49,35,['No Guard'],0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,Sword Pokemon,steel,ghost,0.8,4.5,50,0,6
681,blade,Aegislash,60,150,50,150,50,60,['Stance Change'],0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,Royal Sword Pokemon,steel,ghost,1.7,53,50,0,6
681,shield,Aegislash,60,50,150,50,150,60,['Stance Change'],0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,Royal Sword Pokemon,steel,ghost,1.7,53,50,0,6
682,,Spritzee,78,52,60,63,65,23,"['Healer', 'Aroma Veil']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Perfume Pokemon,fairy,,0.2,0.5,50,0,6
683,,Aromatisse,101,72,72,99,89,29,"['Healer', 'Aroma Veil']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Fragrance Pokemon,fairy,,0.8,15.5,50,0,6
684,,Swirlix,62,48,66,59,57,49,"['Sweet Veil', 'Unburden']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Cotton Candy Pokemon,fairy,,0.4,3.5,50,0,6
685,,Slurpuff,82,80,86,85,75,72,"['Sweet Veil', 'Unburden']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Meringue Pokemon,fairy,,0.8,5,50,0,6
686,,Inkay,53,54,53,37,46,45,"['Contrary', 'Suction Cups', 'Infiltrator']",1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,Revolving Pokemon,dark,psychic,0.4,3.5,50,0,6
687,,Malamar,86,92,88,68,75,73,"['Contrary', 'Suction Cups', 'Infiltrator']",1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,Overturning Pokemon,dark,psychic,1.5,47,50,0,6
688,,Binacle,42,52,67,39,56,50,"['Tough Claws', 'Sniper', 'Pickpocket']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,Two-Handed Pokemon,rock,water,0.5,31,50,0,6
689,,Barbaracle,72,105,115,54,86,68,"['Tough Claws', 'Sniper', 'Pickpocket']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,Collective Pokemon,rock,water,1.3,96,50,0,6
690,,Skrelp,50,60,60,60,60,30,"['Poison Point', 'Poison Touch', 'Adaptability']",1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,Mock Kelp Pokemon,poison,water,0.5,7.3,50,0,6
691,,Dragalge,65,75,90,97,123,44,"['Poison Point', 'Poison Touch', 'Adaptability']",1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,Mock Kelp Pokemon,poison,dragon,1.8,81.5,50,0,6
692,,Clauncher,50,53,62,58,63,44,['Mega Launcher'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Water Gun Pokemon,water,,0.5,8.3,50,0,6
693,,Clawitzer,71,73,88,120,89,59,['Mega Launcher'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Howitzer Pokemon,water,,1.3,35.3,50,0,6
694,,Helioptile,44,38,33,61,43,70,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,Generator Pokemon,electric,normal,0.5,6,50,0,6
695,,Heliolisk,62,55,52,109,94,109,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,Generator Pokemon,electric,normal,1,21,50,0,6
696,,Tyrunt,58,89,77,45,45,48,"['Strong Jaw', 'Sturdy']",0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,Royal Heir Pokemon,rock,dragon,0.8,26,88.1,0,6
697,,Tyrantrum,82,121,119,69,59,71,"['Strong Jaw', 'Rock Head']",0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,Despot Pokemon,rock,dragon,2.5,270,88.1,0,6
698,,Amaura,77,59,50,67,63,46,"['Refrigerate', 'Snow Warning']",0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,Tundra Pokemon,rock,ice,1.3,25.2,88.1,0,6
699,,Aurorus,123,77,72,99,92,58,"['Refrigerate', 'Snow Warning']",0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1,Tundra Pokemon,rock,ice,2.7,225,88.1,0,6
700,,Sylveon,95,65,65,110,130,60,"['Cute Charm', 'Pixilate']",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Intertwining Pokemon,fairy,,1,23.5,88.1,0,6
701,,Hawlucha,78,92,75,74,63,118,"['Limber', 'Unburden', 'Mold Breaker']",1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2,Wrestling Pokemon,fighting,flying,0.8,21.5,50,0,6
702,,Dedenne,67,58,57,81,67,101,"['Cheek Pouch', 'Pickup', 'Plus']",1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,Antenna Pokemon,electric,fairy,0.2,2.2,50,0,6
703,,Carbink,50,50,150,50,150,50,"['Clear Body', 'Sturdy']",0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,Jewel Pokemon,rock,fairy,0.3,5.7,,0,6
704,,Goomy,45,50,35,55,75,40,"['Sap Sipper', 'Hydration', 'Gooey']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Soft Tissue Pokemon,dragon,,0.3,2.8,50,0,6
705,,Sliggoo,68,75,53,83,113,60,"['Sap Sipper', 'Hydration', 'Gooey']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Soft Tissue Pokemon,dragon,,0.8,17.5,50,0,6
706,,Goodra,90,100,70,110,150,80,"['Sap Sipper', 'Hydration', 'Gooey']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Dragon Pokemon,dragon,,2,150.5,50,0,6
707,,Klefki,57,80,91,80,87,75,"['Prankster', 'Magician']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,Key Ring Pokemon,steel,fairy,0.2,3,50,0,6
708,,Phantump,43,70,48,50,60,38,"['Natural Cure', 'Frisk', 'Harvest']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Stump Pokemon,ghost,grass,0.4,7,50,0,6
709,,Trevenant,85,110,76,65,82,56,"['Natural Cure', 'Frisk', 'Harvest']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Elder Tree Pokemon,ghost,grass,1.5,71,50,0,6
710,average,Pumpkaboo,49,66,70,44,55,51,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.4,5,50,0,6
710,small,Pumpkaboo,44,66,70,44,55,56,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.4,5,50,0,6
710,large,Pumpkaboo,54,66,70,44,55,46,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.4,5,50,0,6
710,super,Pumpkaboo,59,66,70,44,55,41,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.4,5,50,0,6
711,average,Gourgeist,65,90,122,58,75,84,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.9,12.5,50,0,6
711,small,Gourgeist,55,85,122,58,75,99,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.9,12.5,50,0,6
711,large,Gourgeist,75,95,122,58,75,69,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.9,12.5,50,0,6
711,super,Gourgeist,85,100,122,58,75,54,"['Pickup', 'Frisk', 'Insomnia']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Pumpkin Pokemon,ghost,grass,0.9,12.5,50,0,6
712,,Bergmite,55,69,85,32,35,28,"['Own Tempo', 'Ice Body', 'Sturdy']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Ice Chunk Pokemon,ice,,1,99.5,50,0,6
713,,Avalugg,95,117,184,44,46,28,"['Own Tempo', 'Ice Body', 'Sturdy']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Iceberg Pokemon,ice,,2,505,50,0,6
714,,Noibat,40,30,35,45,40,55,"['Frisk', 'Infiltrator', 'Telepathy']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Sound Wave Pokemon,flying,dragon,0.5,8,50,0,6
715,,Noivern,85,70,80,97,80,123,"['Frisk', 'Infiltrator', 'Telepathy']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,Sound Wave Pokemon,flying,dragon,1.5,85,50,0,6
716,,Xerneas,126,131,95,131,98,99,['Fairy Aura'],1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,Life Pokemon,fairy,,3,215,,1,6
717,,Yveltal,126,131,95,131,98,99,['Dark Aura'],1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,Destruction Pokemon,dark,flying,5.8,203,,1,6
718,50%,Zygarde,108,100,121,81,95,95,"['Aura Break', 'Power Construct']",1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Order Pokemon,dragon,ground,5,350,,1,6
718,10%,Zygarde,54,100,71,61,85,115,"['Aura Break', 'Power Construct']",1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Order Pokemon,dragon,ground,1.2,33.5,,1,6
718,complete,Zygarde,216,100,121,91,95,85,"['Aura Break', 'Power Construct']",1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,Order Pokemon,dragon,ground,4.5,610,,1,6
719,,Diancie,50,100,150,100,150,50,['Clear Body'],0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,Jewel Pokemon,rock,fairy,0.7,8.8,,1,6
719,mega,Diancie,50,160,110,160,110,110,['Magic Bounce'],0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1,Jewel Pokemon,rock,fairy,1.1,27.8,,1,6
720,confined,Hoopa,80,110,60,150,130,70,['Magician'],0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,Mischief Pokemon,psychic,ghost,0.5,9,,1,6
720,unbound,Hoopa,80,160,60,170,130,80,['Magician'],1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,Djinn Pokemon,psychic,dark,6.5,490,,1,6
721,,Volcanion,80,110,120,130,90,70,['Water Absorb'],1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5,Steam Pokemon,fire,water,1.7,195,,1,6
722,,Rowlet,68,55,55,50,50,42,"['Overgrow', 'Long Reach']",1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,Grass Quill Pokemon,grass,flying,0.3,1.5,88.1,0,7
723,,Dartrix,78,75,75,70,70,52,"['Overgrow', 'Long Reach']",1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,Blade Quill Pokemon,grass,flying,0.7,16,88.1,0,7
724,,Decidueye,78,107,75,100,100,70,"['Overgrow', 'Long Reach']",0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,Arrow Quill Pokemon,grass,ghost,1.6,36.6,88.1,0,7
725,,Litten,45,65,40,60,40,70,"['Blaze', 'Intimidate']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Fire Cat Pokemon,fire,,0.4,4.3,88.1,0,7
726,,Torracat,65,85,50,80,50,90,"['Blaze', 'Intimidate']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Fire Cat Pokemon,fire,,0.7,25,88.1,0,7
727,,Incineroar,95,115,90,80,90,60,"['Blaze', 'Intimidate']",1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,Heel Pokemon,fire,dark,1.8,83,88.1,0,7
728,,Popplio,50,54,54,66,56,40,"['Torrent', 'Liquid Voice']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Sea Lion Pokemon,water,,0.4,7.5,88.1,0,7
729,,Brionne,60,69,69,91,81,50,"['Torrent', 'Liquid Voice']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Pop Star Pokemon,water,,0.6,17.5,88.1,0,7
730,,Primarina,80,74,74,126,116,60,"['Torrent', 'Liquid Voice']",1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,Soloist Pokemon,water,fairy,1.8,44,88.1,0,7
731,,Pikipek,35,75,30,30,30,65,"['Keen Eye', 'Skill Link', 'Pickup']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Woodpecker Pokemon,normal,flying,0.3,1.2,50,0,7
732,,Trumbeak,55,85,50,40,50,75,"['Keen Eye', 'Skill Link', 'Pickup']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Bugle Beak Pokemon,normal,flying,0.6,14.8,50,0,7
733,,Toucannon,80,120,75,75,75,60,"['Keen Eye', 'Skill Link', 'Sheer Force']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Cannon Pokemon,normal,flying,1.1,26,50,0,7
734,,Yungoos,48,70,30,30,30,45,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Loitering Pokemon,normal,,0.4,6,50,0,7
735,,Gumshoos,88,110,60,55,60,45,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Stakeout Pokemon,normal,,0.7,14.2,50,0,7
736,,Grubbin,47,62,45,55,45,46,['Swarm'],1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Larva Pokemon,bug,,0.4,4.4,50,0,7
737,,Charjabug,57,82,95,55,75,36,['Battery'],1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,Battery Pokemon,bug,electric,0.5,10.5,50,0,7
738,,Vikavolt,77,70,90,145,75,43,['Levitate'],1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,Stag Beetle Pokemon,bug,electric,1.5,45,50,0,7
739,,Crabrawler,47,82,57,42,47,63,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Boxing Pokemon,fighting,,0.6,7,50,0,7
740,,Crabominable,97,132,77,62,67,43,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2,Woolly Crab Pokemon,fighting,ice,1.7,180,50,0,7
741,baile,Oricorio,75,70,70,98,70,93,['Dancer'],1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,Dancing Pokemon,fire,flying,0.6,3.4,24.6,0,7
741,pom-pom,Oricorio,75,70,70,98,70,93,['Dancer'],1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,Dancing Pokemon,electric,flying,0.6,3.4,24.6,0,7
741,pa'u,Oricorio,75,70,70,98,70,93,['Dancer'],1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,Dancing Pokemon,psychic,flying,0.6,3.4,24.6,0,7
741,sensu,Oricorio,75,70,70,98,70,93,['Dancer'],0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,Dancing Pokemon,ghost,flying,0.6,3.4,24.6,0,7
742,,Cutiefly,40,45,40,55,40,84,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,Bee Fly Pokemon,bug,fairy,0.1,0.2,50,0,7
743,,Ribombee,60,55,60,95,70,124,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,Bee Fly Pokemon,bug,fairy,0.2,0.5,50,0,7
